,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
6117,28,Male,Black,2014-06-04,Jacksonville,FL,32210.0,Duval,Jacksonville Sheriff's Office,Gunshot,"After a brief car chase, Johnson emerged from the vehicle with a gun pointed towards officer Busque. Busque then fired four shots - two of which hit Johnson. Johnson died on scene at 6:29.",Justified,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,6
6118,56,Male,White,2014-06-04,McPherson,KS,67460.0,McPherson,McPherson Police Department,Gunshot,Lloyd charged at an officer and allegedly pointed a lighter that looked like a gun at the officer. The officer then shot and killed Lloyd.,Unreported,No known charges,Unknown,Unarmed,lighter,,,,,Rural,2014,6
6119,35,Male,White,2014-06-04,Marriott-Slaterville,UT,84404.0,Weber,"Ogden Metro SWAT, Ogden Police",Gunshot,"Simmons, who was wanted on drug warrants, barricaded himself inside a car in a West Haven auto body shop. SWAT officers went into the shop and shot Simmons when he allegedly pointed a gun at them.",Pending investigation,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,6
6120,18,Female,Hispanic,2014-06-03,Half Moon Bay,CA,94019.0,San Mateo,San Mateo Sheriff's Department,Gunshot,An 18-year-old special needs woman was killed after a confrontation with San Mateo County sheriff's deputies that escalated into an officer-involved shooting when she lunged at officers with a knife.,Unknown,No known charges,Yes,Allegedly Armed,knife,,,,,Suburban,2014,6
6121,34,Male,Black,2014-06-02,Chester,PA,19013.0,Delaware,Chester Police Department,Gunshot,"McQueen is alleged to have shot at an officer. Police fired multiple rounds, killing McQueen at the scene. Investigations into the incident are ongoing.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,6
6122,21,Male,White,2014-06-02,Hickory,NC,28601.0,Catawba,Hickory Police Department,Gunshot,"Spencer pointed a gun at officers, which resulted in the officers shooting and killing Spencer.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,6
6123,52,Female,White,2014-06-02,Aiken,SC,29803.0,Aiken,Aiken County Sheriff's Office,Gunshot,"McCollum called 911 call, requesting assistance because she was going to commit suicide. When police arrived on the scene, deputies saw McCollum with a handgun at the front door of her home. One the deputies shot McCollum. Emergency responders pronounced her dead at the scene.",Unreported,No known charges,Yes,Allegedly Armed,gun,,,,,Rural,2014,6
6124,22,Male,White,2014-06-02,Piedmont,SC,29673.0,Greenville,Greenville County Sheriff's Office,Gunshot,"Browder was in a car, deputies told him to show them his hands and exit the vehicle. Browder refused and reached at waistband. Deputies feared he was reaching for a weapon and shot and killed Browder. Browder did not have a weapon on him.",Unreported,No known charges,Unknown,Unarmed,unarmed,,,,,Suburban,2014,6
6125,52,Male,Unknown race,2014-06-01,Independence,KS,67301.0,Montgomery,"Montgomery County KS Sheriff's Department, Kansas Highway Patrol",Gunshot,Kleinbeck reportedly had a gun with him on what may or may not have been his own property. Deputies and high way patrol engaged in a fight. Kleinbeck was shot and killed.,Unreported,No known charges,Unknown,Allegedly Armed,gun,,,,,Rural,2014,6
6126,64,Male,White,2014-05-31,Lincoln,NE,68516.0,Lancaster,Lancaster County Sheriff's Office,Gunshot,Deputies were accompanying locksmiths to serve an eviction notice. The victim barricaded himself in the home. Once the door was forced opened they found him with a gun and shot him four times.,Justified,No known charges,Unknown,Allegedly Armed,gun,,,,,Suburban,2014,5
6127,44,Male,Black,2014-05-31,Clifton,NJ,7011.0,Passaic,Patterson Police Department,Gunshot,Baucum pointed a gun at an officer resulting in Baucum getting shot and killed.,Justified,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6128,22,Male,Black,2014-05-31,Cowley County,KS,67038.0,Cowley,Cowley County Sheriff's Department,Gunshot,"Tayler was pulled over for an alleged license violation. Within three minutes officer reported ""shots fired"".",Unknown,No known charges,No,Vehicle,vehicle,,,,,Rural,2014,5
6129,33,Male,Black,2014-05-31,Raeford,NC,28376.0,Hoke,Hoke County Sheriff's Office,Gunshot,Deputies approached McCall after reports of a suspicious person. After an altercation McCall was shot and killed by deputies. Candace McCall said she doesn't understand why authorities shot her brother. McCall didn't have a history of violence. Both McCall and Wiggins said they never knew him to carry a gun.,Unreported,No known charges,No,Unclear,unclear,,,,,Rural,2014,5
6130,49,Male,White,2014-05-30,Turlock,CA,95380.0,Merced,Merced County Sheriff's Office,Gunshot,"Hiatt killed two women, when deputies arrived, they shot and killed Hiatt after he was aggressive towards deputies.",Unreported,No known charges,Unknown,Allegedly Armed,gun,,,,,Suburban,2014,5
6131,29,Male,White,2014-05-30,Norfolk,VA,23505.0,Norfolk,Norfolk Police Department,Gunshot,"Brown randomly fired a gun. He killed two people. Officers tried to arrest him, but he resisted and was ultimately shot and killed.",Unreported,No known charges,Unknown,Allegedly Armed,gun,,,,,Suburban,2014,5
6132,26,Male,Hispanic,2014-05-30,Woodland,CA,95776.0,Yolo,Woodland Police Department,Gunshot,"Police responding to an early morning 911 call from a convenience store found an armed Jimenez holding a woman hostage nearby the store. After allegedly pointing his handgun at the woman several times, police shot Jimenez to protect the hostage, who was not injured.",Pending investigation,No known charges,No,Allegedly Armed,knife,,,,,Suburban,2014,5
6133,31,Male,White,2014-05-30,Las Vegas,NV,89109.0,Clark,Las Vegas Metropolitan Police Department,Gunshot,"Wadsworth shot at officers, officers returned fire, killing Wadsworth.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6134,31,Male,Hispanic,2014-05-30,Green Valley,AZ,85614.0,Pima,U.S. Border Patrol,Gunshot,"Agents fired on and killed unarmed suspect Arambula when he attempted to escape from a traffic stop on suspicion of distributing marijuana. After a 15-mile car chase and a foot chase through a pecan grove, the officer fired nine times and struck Arambula once behind the left ear. Stated justification: victim gestured as if he had a gun and the officer felt threatened. County officials refused to press charges.",Unreported,No known charges,No,Unarmed,unarmed,,,,,Suburban,2014,5
6135,20,Male,Black,2014-05-30,Suitland,MD,20746.0,Prince George's,Prince George's County Police Department,Gunshot,Blocker had a pellet gun that looked like a real gun. Officers felt threatened and shot and killed Blocker.,Unreported,No known charges,No,Unarmed,toy,,,,,Suburban,2014,5
6136,61,Male,Unknown race,2014-05-30,Hazard,KY,41701.0,Perry,Kentucky State Police Department,Gunshot,Smith aimed a gun at troopers - they responded by shooting and killing Smith,Unreported,No known charges,Unknown,Allegedly Armed,gun,,,,,Rural,2014,5
6137,36,Male,Black,2014-05-30,Indianapolis,IN,46218.0,Marion,Indianapolis Metropolitan Police Department,Gunshot,"Goolsby shot and killed two of his friends then shot an officer who then returned fire, killing Goolsby.",Unreported,No known charges,Unknown,Allegedly Armed,gun,,,,,Urban,2014,5
6138,17,Male,Black,2014-05-29,New Orleans,LA,70122.0,Orleans,Southern University of New Orleans Police Department,Gunshot,Suspect was committing an armed robbery when confronted by the cop,Justified,No known charges,Unknown,Allegedly Armed,gun,,,,,Urban,2014,5
6139,22,Male,White,2014-05-29,Newport Beach,CA,92663.0,Orange,Newport Beach Police Department,Gunshot,"Gerrit Vos, 22, of San Clemente, was shot after he charged Newport Beach Police Department officers with a “sharp metal instrument” when they were responding to an altercation at a 7-11 store in the 1400 block of Superior Ave. Vos was shot 5 times, including in the face. He had a history of mental illness including paranoia but was not on illegal drugs and had taken his meds. Vos was living at a drug rehabilitation center in San Clemente and appeared to be doing well.",Pending investigation,No known charges,Yes,Allegedly Armed,blunt object,,,,,Urban,2014,5
6140,18,Male,Black,2014-05-29,Tallahassee,FL,32304.0,Leon,Tallahassee Police Department,Gunshot,"Police heard shots from behind a bar and found Strong idling his car in the bar's parking lot. An officer approached Strong and he bolted. Fearing Strong might hit him, the officer shot nine times. The officer's partner shot three times. Strong was hit by one bullet, killing him. Autopsy found designer drug ethylone in Strong's system. Officers cleared of criminal charges by grand jury.",Justified,No known charges,Drug or alcohol use,Unclear,unclear,,,,,Suburban,2014,5
6141,45,Male,White,2014-05-29,Bristol,TN,37620.0,Sullivan,Washington County Sheriff's Office,Gunshot,"Deputy David Clayman, recognizing McCoy from a recent arrest warrant search, said McCoy refused to stop his vehicle and rammed the front end of his cruiser to escape. Other LE joined deputies on a high speed chase until McCoy crashed through a chain link fence or after a LE cruiser blocked him, at which time he either “ran at an officer” or ""repeatedly rammed his vehicle"" into the cruiser. Deputy Tom Dula, standing next to McCoy's vehicle, said he commanded him to stop and then fired 8 shots, hitting him 6 times and killing him. McCoy was unarmed.",Justified,No known charges,No,Vehicle,vehicle ,,,,,Suburban,2014,5
6142,20,Male,Black,2014-05-28,Southaven,MS,38671.0,DeSoto,Southaven Police Department,Gunshot,"When undercover narcotics officers attempted to arrest Vann and Teon Katchens, 20, in a parking lot drug deal, Vann allegedly hit or ran over an officer with his vehicle, reversed and allegedly attempted to hit him again or was trying to flee the scene. That officer, not seriously injured, and another fired at Vann, who died on the way to the hospital. A witness heard two shots fired.",Unreported,No known charges,No,Vehicle,vehicle,,,,,Suburban,2014,5
6143,54,Male,White,2014-05-28,Holden,MO,64040.0,Johnson,"Johnson County Sheriff's Office, Missouri Highway Patrol",Gunshot,"Higgins was released from prison in Dec. 2013 after a 12-year stint. Police came to arrest him at his trailer for violating parole six months later. Higgins, who was armed, escaped through a secret hatch but encountered two officers in the woods. He fired two shots at the officers and they returned fire, killing him. Higgins had often stated he would die in a police shootout before going back to prison.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6144,29,Male,White,2014-05-27,Tampa,FL,33604.0,Hillsborough,Tampa Police Department,Gunshot,"A TPD informer purchased approx. $160 of marijuana from Westcott over 4 mo., reporting that he carried a gun. SWAT was deployed for search warrant, and when officers opened the door to Westcott's bedroom, they found him on the other side with a loaded, 9mm Taurus Slim pistol. He was immediately shot by two officers as he was ""raising his weapon,"" initially in his right shoulder. The search yielded only 0.2 grams — or about $2 worth — of pot.",Justified,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6145,42,Male,White,2014-05-27,Hamersville,OH,45107.0,Brown,Hamersville Police Department,Gunshot,"Responding to a ""suspicious person"" call where Clayburn was working, Officers Jared Riley and Branden Clark approached him. He allegedly ""reacted in a violent manner"", got into his vehicle and drove away, dragging one of the officers with it. A witness saw the other officer running and shooting at the vehicle. Clayburn, shot six times, drove into the Hamersville Village Board Of Public Affairs building, causing extensive damage. The coroner said he died from gunshot wounds, not the crash.",Justified,No known charges,No,Vehicle,vehicle,,,,,Rural,2014,5
6146,45,Male,Black,2014-05-26,Dayton,OH,45410.0,Montgomery,Dayton Police Department,Gunshot,Heath lunged at officers with a knife and was shot and killed.,Unreported,No known charges,Unknown,Allegedly Armed,knife,,,,,Urban,2014,5
6147,23,Male,Hispanic,2014-05-26,Long Beach,CA,90813.0,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,"Aguilar got into a fire fight with a deputy. The deputy got shot and recovered, Aguilar died.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6148,26,Male,Black,2014-05-25,Winston Salem,NC,27101.0,Forsyth,Winston-Salem Police Department,Gunshot,"Winston-Salem police officer shot Montez, which the department classifies as “homicide by law enforcement.”Hambric, a resident of Durham, fled from a car accident involving a stolen vehicle on May 25, according to police. The police said Cpl. DW Walsh fired a single round from his service weapon at Hambric after the man physically assaulted the officer during an attempt to take him into custody.",Justified,No known charges,No,Unarmed,unarmed,,,,,Urban,2014,5
6149,26,Male,White,2014-05-25,Kansas City,MO,64127.0,Jackson,Kansas City Police Department,Gunshot,"Sims, suffering from PTSD, fired shots at his father and neighbor. Police were called, and ultimately shot and killed Sims.",Unreported,No known charges,Yes,Allegedly Armed,gun,,,,,Urban,2014,5
6150,62,Male,Black,2014-05-24,Chicago,IL,60636.0,Cook,Chicago Police Department,Gunshot,Man threatened paramedics with knife; officers called to the scene. He charged the police while brandishing the knife and was shot after failing to drop the knife when ordered.,Unreported,No known charges,Unknown,Allegedly Armed,knife,,,,,Urban,2014,5
6151,49,Male,White,2014-05-24,Lebec,CA,93243.0,Kern,Kern County Sheriff's Office,Gunshot,Curtis lunged at a deputy with a knife and was subsequently shot and killed.,Unreported,No known charges,No,Allegedly Armed,knife,,,,,Rural,2014,5
6152,54,Male,Hispanic,2014-05-24,Los Angeles,CA,90013.0,Los Angeles,Los Angeles Police Department,Other,Ocana tried to avoid being arrested when we was tasered from a rooftop billboard. He fell to his death.,Unreported,No known charges,Yes,Unarmed,unarmed,,,,,Urban,2014,5
6153,17,Male,Hispanic,2014-05-24,Purcellville,VA,20132.0,Loudoun,Purcellville Police Department,Gunshot,"Police were called for a report of Sierra trying to stab himself. The caller told police the teen had already stabbed himself multiple times and two friends at the home with Sierra unsuccessfully tried to restrain him. The caller told dispatchers that Sierra jumped off the second-story of the townhome and fled. Sierra was found sitting on the side of the road by Officer T. Hood. At the time a friend was behind Sierra struggling for control of the knife. When Hood got out of his patrol vehicle, he yelled at Sierra multiple times to drop the knife Sierra, police said, “raised the knife, pointed it at Officer Hood, increased his speed, and continued to advance.” Once Sierra was within 5 to 10 feed of Hood, the officer shot and killed him.",Justified,No known charges,Yes,Allegedly Armed,knife,,,,,Rural,2014,5
6154,27,Male,Black,2014-05-24,Poughkeepsie,NY,12601.0,Dutchess,Poughkeepsie Police Department,Gunshot,"Krouser was approached by an officer for disturbing the peace. He then cut the officer with a box cutter, prompting another officer to shoot and kill Krouser.",Unreported,No known charges,Drug or alcohol use,Allegedly Armed,box cutter,,,,,Suburban,2014,5
6155,59,Male,White,2014-05-24,Neelyville,MO,63954.0,Butler,Butler County Sheriff's Office,Gunshot,"Police were called to respond to a trespasser on Smody's property. When the officer arrived he 'came under fire'. The officer returned fire, killing Smody.",Pending investigation,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6156,42,Male,Unknown race,2014-05-23,Citrus Heights,CA,95610.0,Sacramento,Citrus Heights Police Department,Gunshot,"Police responded to a domestic violence call and pursued Wilson when he fled the scene on a bicycle. LE helicopter spotted him entering a school campus and the police cornered him. Wilson allegedly exhibited ""violent and irrational behavior throughout the incident"" so when he ""reached for his waistband"" in a ""crouched position"", Officers Joseph Davis and Christopher Bosson shot and killed him. Wilson was unarmed.",Pending Investigation,No known charges,No,Unarmed,unarmed,,,,,Suburban,2014,5
6157,37,Male,Hispanic,2014-05-22,Albuquerque,NM,87102.0,Bernalillo,Albuquerque Police Department,Gunshot,Police say Chavez beat a woman and stabbed another man in the neck before two officers shot him to death,Unknown,No known charges,No,Allegedly Armed,box cutter,,,,,Urban,2014,5
6158,34,Male,White,2014-05-22,Hazelhurst,GA,31532.0,Jeff Davis,Jeff Davis County Sheriff's Office,Gunshot,"There is little media coverage on this case. Foskey's mother may have called 911 to report that he was leaving the house in an agitated state connected with drug use. Two deputies either stopped his car on the highway or found it stopped with Foskey apparently unconscious, or not. After Foskey made a movement with his hand, Deputy Brandon Merritt shot him 1-17 times and was cleared of wrongdoing by a grand jury.",Justified,No known charges,Drug or alcohol use,Unclear,unclear,,,,,Rural,2014,5
6159,20,Male,Black,2014-05-21,Orlando,FL,32811.0,Orange,Orlando Police Department,Gunshot,"Rodgers and two accomplices robbed a deliveryman and stole his car, and were then pursued by police before the three attempted to flee. Officers fatally shot Rodgers after the stolen car was rammed into police vehicles.",Pending Investigation,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6160,31,Male,Hispanic,2014-05-21,Greeley,CO,80631.0,Weld,Greeley Police Department,Gunshot,"Garcia was caught at a motel for soliciting a female undercover police officer for prostitution. Officers stormed the room after he paid her money. They say he ""reached for a gun tucked in his waistband"" while they attempted to arrest him. An officer tasered him as he allegedly raised the gun, another shot at him once, and then another shot at him 16 times. He was hit 7 times and died at the scene.",Justified,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6161,28,Male,White,2014-05-21,Tucson,AZ,85716.0,Pima,Tucson Police Department,Gunshot,"Officers Robert Soeder and Allan Meyer responded at approx 11pm to a landlord's call that tenants who had been served an eviction notice were still in the apartment. They knocked and identified themselves, then allegedly entered through the unlocked door. Duncklee and a woman were sleeping in a bedroom. According to that woman, she and Duncklee, who was possibly hard of hearing, thought the police were intruders. When he opened the bedroom door with a stick in his hand, Meyer shot him several times and Soeder shot him twice. They also shot and injured the woman.",Pending Investigation,No known charges,No,Allegedly Armed,hockey stick,,,,,Urban,2014,5
6162,26,Male,Hispanic,2014-05-20,Fresno,CA,93704.0,Fresno,Fresno Police Department,Gunshot,"Figueroa's family called 911 to report him high on meth and hallucinating at home. Four officers responded and ""attempted to negotiate"" with Figueroa from outside for 45 minutes, after which they sent a K-9 into the home. Two officers followed and found Figueroa in a bedroom holding a steak knife. When they ""pulled the K-9 off the man"", he allegedly began screaming and raised the knife over his head, at which time the officers shot him. He died later that night at the hospital. His mother, Aurora Figueroa, says he was shot 17 times.",Unreported,No known charges,Drug or alcohol use,Allegedly Armed,knife,,,,,Urban,2014,5
6163,27,Female,Unknown race,2014-05-20,Cleveland,TX,77328.0,Montgomery,Montgomery County Sheriff's Office,Gunshot,"Morton was high on meth and threatening to shoot her mother and two children before setting her mobile home on fire as deputies arrived. Morton was armed with a rifle and refused to drop, causing officers to fatally shoot the 27-year-old.",Unreported,No known charges,Drug or alcohol use,Allegedly Armed,gun,,,,,Rural,2014,5
6164,44,Male,Hispanic,2014-05-20,Salinas,CA,93905.0,Monterey,Salinas Police Department,Gunshot,Officers responding to a burglary call confronted Mejia and shot him after he brandished a gardening shears. Mejia's family filed a wrongful death suit against the city several days later.,Pending Investigation,No known charges,No,Allegedly Armed,garden shears,,,,,Suburban,2014,5
6165,25,Male,White,2014-05-19,Forest,MS,39074.0,Scott,George County Sheriff's Department,Gunshot,Deputies responding to a domestic disturbance shot a rifle-wielding man in a house outside of George county.,Pending Investigation,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6166,56,Male,Unknown race,2014-05-19,Masaryktown,FL,34604.0,Hernando,Hernando County Sheriff's Office,Gunshot,"Deputies responding to a domestic dispute after midnight fell into an armed standoff with Sharp, inside his house, who emerged at least twice to fire at the police before he was shot dead.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6167,37,Male,Hispanic,2014-05-19,Bel Air,MD,21015.0,Harford,Harford County Sheriff's Office,Gunshot,"When Jamie Nicole Campbell's mother reported her missing, police tracked her car. Hernandez, her husband, was armed and holding her hostage in the car. Negotiators communicated all night via phone. In ""an effort to protect Campbell and prevent Hernandez from taking his own life"", deputies ""were authorized to execute an emergency assault"". When they approached the car, Hernandez shot Campbell in the abdomen. Deputies immediately shot and killed him.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6168,39,Male,Black,2014-05-19,New York,NY,11203.0,New York,New York Police Department,Gunshot,"Broadie stabbed his girlfriend with scissors. Officers told Broadie to drop the scissors, but he lunged at the officers instead. Officers then shot and killed Broadie.",Unreported,No known charges,Drug or alcohol use,Allegedly Armed,scissors,,,,,Urban,2014,5
6169,41,Male,Unknown race,2014-05-19,Macclesfield,NC,27852.0,Edgecombe,Edgecombe County Sheriff's Office,Gunshot,"Todd approached deputy Winders with a weapon and would not respond to orders to stop, resulting in Winders shooting and killing Todd.",Unreported,No known charges,Unknown,Allegedly Armed,unknown weapon,,,,,Rural,2014,5
6170,26,Female,White,2014-05-18,Madison,WI,53714.0,Dane,Madison Police Department,Gunshot,DiPiazza was shot and killed by officers after she refused to comply with the officer's orders to drop the gun.,Unreported,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6171,44,Female,Unknown race,2014-05-18,San Antonio,TX,78227.0,Bexar,San Antonio Police Department,Gunshot,"Vawter advanced toward an officer with a knife, resulting in the officer shooting and killing her.",Unreported,No known charges,Unknown,Allegedly Armed,knife,,,,,Suburban,2014,5
6172,24,Male,White,2014-05-18,Oroville,CA,95966.0,Butte,Butte County Sheriff's Office,Gunshot,Bush was having a nervous breakdown and was 'tearing up the house'. Deputies responded and Bush was reportedly armed. Bush was ultimately shot and killed.,Unreported,No known charges,Yes,Unarmed,toy,,,,,Rural,2014,5
6173,21,Male,Black,2014-05-18,Little Rock,AR,72202.0,Pulaski,Little Rock Police Department,Gunshot,"Allen was shot after attempting to rob an off-duty officer at gunpoint, who shot the 21-year-old three times in the chest after the officer fought him off. He later died at a nearby hospital.",Unreported,No known charges,No,Allegedly Armed,gun,,,,Off-Duty,Urban,2014,5
6174,47,Male,White,2014-05-18,Pearisburg,VA,24134.0,Giles,Pearisburg Police Department,Gunshot,"Saunders pointed a gun at an officer, prompting the officer to shoot and kill Saunders.",Pending investigation,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6175,34,Male,Hispanic,2014-05-17,Los Angeles,CA,91605.0,Los Angeles,Los Angeles Police Department,Gunshot,"Police responding to an assault call found Molina throwing rocks at people and police vehicles, and pulled out two kitchen knives when officers approached him. Officers shot Molina after he approached them with the knives.",Pending Investigation,No known charges,No,Allegedly Armed,knife,,,,,Urban,2014,5
6176,30,Male,White,2014-05-17,Plover,WI,54467.0,Portage,Portage County Sheriff's Department,Gunshot,Jameson was wearing a mask and intruded in an acquaintance's home. Deputies arrived and shot and killed Jameson after a short fight.,Unreported,No known charges,No,Unclear,unclear,,,,,Rural,2014,5
6177,24,Male,Black,2014-05-16,Kansas City,KS,66112.0,Wyandotte,"Kansas City, KS Police Department",Gunshot,"Police engaged in a standoff with Broadway, and briefly exchanged gunfire with the 24-year-old before entering his apartment and finding him dead.",Pending Investigation,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6178,38,Male,White,2014-05-16,Campbellsville,KY,42718.0,Taylor,Kentucky State Police Department,Gunshot,"Officers responding to a call of a suicidal man found Livers in front of his home holding a gun, and fatally shot him after he pulled out the weapon.",Pending Investigation,No known charges,Unknown,Allegedly Armed,gun,,,,,Rural,2014,5
6179,45,Male,Black,2014-05-16,New York,NY,10021.0,New York,New York Police Department,Gunshot,"Under the FDR Drive at the start of a rainy rush hour, 45-year-old Scott Kato died in a hail of police bullets after police say he pulled a gun on them.",Pending investigation,No known charges,Unknown,Allegedly Armed,gun,,,,,Urban,2014,5
6180,47,Male,Unknown race,2014-05-16,Metairie,LA,70003.0,Jefferson,Jefferson Parish Sheriff's Office,Gunshot,"After Robinson's brother called police to report that his brother was acting suicidal, deputies arrived to find Robinson in a wheelchair holding a shotgun. The 47-year-old was fatally shot after refusing to drop the weapon and raising it at deputies.",Pending Investigation,No known charges,Unknown,Allegedly Armed,gun,,,,,Urban,2014,5
6181,36,Male,White,2014-05-16,Clearwater,FL,33760.0,Pinellas,Pinellas County Sheriff's Office,Gunshot,"Tucker stabbed his mother to death. Deputies arrived after Tucker phoned 911. Tucker stormed down the stairs with a 'dark object'. Deputies ordered him to stop, he refused and deputies shot and killed Tucker.",Unreported,No known charges,Unknown,Allegedly Armed,unknown weapon,,,,,Suburban,2014,5
6182,57,Female,White,2014-05-15,Concord,CA,94519.0,Contra Costa,Concord Police Department,Gunshot,A suicidal woman pointed a gun at officers. Officers then shot and killed her.,Pending investigation,No known charges,Yes,Allegedly Armed,gun,,,,,Suburban,2014,5
6183,29,Male,White,2014-05-15,Salisbury,MA,1952.0,Essex,Salisbury Police Department,Gunshot,"Foster stabbed his wife and friend. Police then entered the conflict and would refuse to drop his weapon, resulting in him getting shot and killed by officers.",Unreported,No known charges,No,Allegedly Armed,machete,,,,,Suburban,2014,5
6184,43,Male,White,2014-05-15,New Port Richey,FL,34653.0,Pasco,Pasco County Sheriff's Office,Gunshot,"Tillery set a car on fire at a dealership. Deputies went to Tillery's home. Tillery's wife let deputies inside, at the end of the hallway. Tillery had a weapon pointed at the deputies. The deputies shot and killed Tillery.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6185,22,Male,Hispanic,2014-05-14,Wichita Falls,TX,76309.0,Wichita,Wichita Falls Police Department,Gunshot,Powell reportedly had a weapon. An officer shot and killed him after Powell refused to drop the weapon.,Unreported,No known charges,No,Allegedly Armed,unknown weapon,,,,,Suburban,2014,5
6186,41,Male,White,2014-05-13,Dunelion,FL,34434.0,Citrus,Citrus County Sheriff's Office,Gunshot,"Barclay was estranged from his wife and their 3-year-old son. He barged his way into her house with a handgun. A visiting friend escaped and called 911. When police arrived, with a full SWAT team, Barclay refused to drop his weapon and instead shot at them. Police returned fire, killing Barclay.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6187,50,Female,White,2014-05-13,Springfield,MO,65802.0,Greene,"Springfield Police Department, Greene County Sheriff's Office",Gunshot,"Liniger was the office manager at a storage facility. On the day of the incident, she stopped two customers leaving the storage facility at the gate, behaving very erratically. When one of them called 911, she retrieved a weapon and shot out their tire. Police arrived and tried to negotiate with Liniger, but when she raised her weapon, they open fired, killing her. Liniger battled severe depression according to her daughter.",Justified,No known charges,Unknown,Allegedly Armed,gun,,,,,Suburban,2014,5
6188,21,Male,Black,2014-05-12,Universal City,CA,91608.0,Los Angeles,Los Angeles Police Department,Gunshot,White allegedly had a gun in a large group. An officer saw that he had a gun and shot and killed him.,Unreported,No known charges,No,Allegedly Armed,gun,,,,,,2014,5
6189,39,Male,White,2014-05-12,Ashford,AL,36312.0,Houston,Houston County Sheriff's Office,Gunshot,"McNeil was wanted on domestic violence charges. Officers confronted him at his home. McNeil pointed a loaded gun at officers, prompting the officers to shoot and kill McNeil.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6190,39,Male,Black,2014-05-12,Tallahassee,FL,32301.0,Leon,Tallahassee Police Department,Gunshot,"After allegedly committing robbery, Jackson and Arthur James, 40, fled by car. Chased by police, they crashed into a tree and then ran on foot with police in pursuit. Jackson allegedly shot at Officers Doug Clark, Steven Britt, Derek Kidd, Ray Garcia, Brian Perry and Matthew Wagner, who then shot him 5-7 times, according to witnesses. Jackson died in the hospital later that day. James was shot in the face at a separate location and arrested.",Justified,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6191,25,Male,Hispanic,2014-05-11,Eloy,AZ,85131.0,Pinal,Pinal County Sheriff's Office,Gunshot,"Arenas heard noises outside his home around 4 a.m. He retrieved a gun and inspected the situation. He asked who was there and fired his weapon. It was in fact an officer who returned fire, killing Arenas.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6192,32,Male,Black,2014-05-11,Imperial,CA,92251.0,Imperial,California Highway Patrol,Beaten,"Pulled over for a missing front license plate. He was attacked by K9 unit, tasered, and then beaten to death.",Unreported,No known charges,No,Unarmed,unarmed,,,,,Rural,2014,5
6193,44,Male,White,2014-05-11,University Place,WA,98466.0,Pierce,Pierce County Police Department,Beaten,"Police called about a psychotic break. They arrive and tasered him 4 times, then beat him to death.",Justified,No known charges,Yes,Unarmed,unarmed,,,,,Suburban,2014,5
6194,37,Male,Black,2014-05-11,Chicago,IL,60644.0,Cook,Chicago Police Department,Gunshot,Smith raised his gun at an officer. The officer then shot and killed Smith,Unreported,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6195,32,Male,Black,2014-05-10,Birmingham,AL,35204.0,Jefferson,Birmingham Police Department,Gunshot,"Asuzu, a security guard at a strip club, got into an altercation with unarmed Brandon Cephus, another security guard. An off duty officer, also working security, attempted to break up the fight with pepper spray. Asuzu shot and injured Cephus. The officer then shot Asuzu, killing him at the scene.",Pending Investigation,No known charges,No,Allegedly Armed,gun,,,,Off-Duty,Urban,2014,5
